,0
983,<(A359) VN-A891 - Altitude: 39000 - Ground Speed: 503 - Heading: 141>
984,<(B772) 4X-ECB - Altitude: 32000 - Ground Speed: 495 - Heading: 275>
985,<(A320) A6-AUG - Altitude: 15050 - Ground Speed: 341 - Heading: 294>
986,<(B748) LX-VCA - Altitude: 33975 - Ground Speed: 483 - Heading: 291>
987,<(B763) B-221F - Altitude: 25225 - Ground Speed: 424 - Heading: 158>
988,<(B38M) A6-FMC - Altitude: 36000 - Ground Speed: 427 - Heading: 288>
989,<(A21N) N209HA - Altitude: 35975 - Ground Speed: 405 - Heading: 224>
990,<(A333) C-GEGP - Altitude: 0 - Ground Speed: 19 - Heading: 137>
991,<(B789) JA863J - Altitude: 36950 - Ground Speed: 491 - Heading: 42>
992,<(C17) ZZ171 - Altitude: 36025 - Ground Speed: 370 - Heading: 287>
993,<(B763) N1200K - Altitude: 24025 - Ground Speed: 425 - Heading: 226>
994,<(A319) N/A - Altitude: 39000 - Ground Speed: 544 - Heading: 101>
995,<(B788) A7-BCO - Altitude: 13450 - Ground Speed: 339 - Heading: 186>
996,<(A321) OY-TCH - Altitude: 34950 - Ground Speed: 459 - Heading: 56>
997,<(B738) S2-AJE - Altitude: 32875 - Ground Speed: 350 - Heading: 292>
998,<(B789) C-FKSV - Altitude: 38000 - Ground Speed: 470 - Heading: 255>
999,<(B788) C-GHPQ - Altitude: 5075 - Ground Speed: 181 - Heading: 164>
1000,<(B77L) D-AALI - Altitude: 39100 - Ground Speed: 572 - Heading: 61>
1001,<(BE36) N235SG - Altitude: 6000 - Ground Speed: 193 - Heading: 58>
1002,<(B789) HZ-ARH - Altitude: 28725 - Ground Speed: 510 - Heading: 125>
1003,<(A21N) TC-LTE - Altitude: 33025 - Ground Speed: 497 - Heading: 74>
1004,<(B738) F-HTVR - Altitude: 3225 - Ground Speed: 239 - Heading: 52>
1005,<(B737) OY-JTP - Altitude: 12500 - Ground Speed: 332 - Heading: 38>
1006,<(B763) N686UA - Altitude: 0 - Ground Speed: 4 - Heading: 132>
1007,<(A20N) EI-SIC - Altitude: 37025 - Ground Speed: 464 - Heading: 56>
1008,<(BE36) N991MA - Altitude: 7900 - Ground Speed: 154 - Heading: 244>
1009,<(B77W) A7-BOB - Altitude: 37000 - Ground Speed: 527 - Heading: 145>
1010,<(A359) OH-LWD - Altitude: 38000 - Ground Speed: 465 - Heading: 313>
1011,<(C750) N750GK - Altitude: 0 - Ground Speed: 19 - Heading: 343>
1012,<(B763) N662GT - Altitude: 38000 - Ground Speed: 450 - Heading: 308>
1013,<(B77L) B-2081 - Altitude: 31000 - Ground Speed: 454 - Heading: 108>
1014,<(B744) N419MC - Altitude: 0 - Ground Speed: 43 - Heading: 87>
1015,<(A320) N534JB - Altitude: 10875 - Ground Speed: 331 - Heading: 165>
1016,<(A333) 9M-MTG - Altitude: 39000 - Ground Speed: 534 - Heading: 40>
1017,<(B739) N434AS - Altitude: 35000 - Ground Speed: 440 - Heading: 226>
1018,<(B39M) HP-9910CMP - Altitude: 34000 - Ground Speed: 448 - Heading: 329>
1019,<(CL35) N770QS - Altitude: 45000 - Ground Speed: 408 - Heading: 294>
1020,<(B738) N531AS - Altitude: 38000 - Ground Speed: 405 - Heading: 225>
1021,<(A321) N904AA - Altitude: 32000 - Ground Speed: 307 - Heading: 310>
1022,<(A35K) G-XWBL - Altitude: 38000 - Ground Speed: 447 - Heading: 251>
1023,<(B738) C-FUMF - Altitude: 35000 - Ground Speed: 440 - Heading: 144>
1024,<(B77W) HZ-AK29 - Altitude: 37000 - Ground Speed: 480 - Heading: 114>
1025,<(C25B) N/A - Altitude: 1575 - Ground Speed: 110 - Heading: 267>
1026,<(GL5T) N111QS - Altitude: 45004 - Ground Speed: 490 - Heading: 240>
1027,<(A321) N974JT - Altitude: 1950 - Ground Speed: 147 - Heading: 283>
1028,<(A20N) N541VL - Altitude: 10350 - Ground Speed: 259 - Heading: 269>
1029,<(A20N) SE-ROL - Altitude: 1500 - Ground Speed: 132 - Heading: 195>
1030,<(A359) 9V-SHT - Altitude: 43000 - Ground Speed: 531 - Heading: 46>
1031,<(B789) HZ-AR22 - Altitude: 39000 - Ground Speed: 518 - Heading: 127>
1032,<(A388) A6-EEI - Altitude: 30700 - Ground Speed: 564 - Heading: 149>
1033,<(B789) G-ZBKD - Altitude: 0 - Ground Speed: 0 - Heading: 180>
1034,<(B738) A6-FET - Altitude: 0 - Ground Speed: 30 - Heading: 300>
1035,<(A21N) N508DA - Altitude: 33975 - Ground Speed: 414 - Heading: 269>
1036,<(B38M) EI-HMV - Altitude: 0 - Ground Speed: 0 - Heading: 115>
1037,<(A321) N945JT - Altitude: 36975 - Ground Speed: 485 - Heading: 88>
1038,<(A21N) N415AN - Altitude: 27000 - Ground Speed: 488 - Heading: 120>
1039,<(B763) N136FE - Altitude: 0 - Ground Speed: 0 - Heading: 182>
1040,<(A21N) N226HA - Altitude: 20150 - Ground Speed: 412 - Heading: 225>
1041,<(B77W) F-GZNN - Altitude: 35000 - Ground Speed: 503 - Heading: 239>
1042,<(PA24) N5944P - Altitude: 7800 - Ground Speed: 168 - Heading: 45>
1043,<(A332) F-GZCA - Altitude: 38000 - Ground Speed: 474 - Heading: 176>
1044,<(C172) N73707 - Altitude: 3425 - Ground Speed: 35 - Heading: 180>
1045,<(A320) EC-MBF - Altitude: 34725 - Ground Speed: 439 - Heading: 239>
1046,<(B789) N29978 - Altitude: 35000 - Ground Speed: 543 - Heading: 40>
1047,<(BCS3) C-GJYA - Altitude: 35000 - Ground Speed: 557 - Heading: 65>
1048,<(A333) OH-LTU - Altitude: 38000 - Ground Speed: 428 - Heading: 235>
1049,<(A321) N159AN - Altitude: 0 - Ground Speed: 0 - Heading: 180>
1050,<(A20N) 9K-CBG - Altitude: 0 - Ground Speed: 0 - Heading: 157>
1051,<(B737) N24715 - Altitude: 38000 - Ground Speed: 417 - Heading: 355>
1052,<(A21N) N510DE - Altitude: 6725 - Ground Speed: 201 - Heading: 202>
1053,<(A333) 9M-MTI - Altitude: 37000 - Ground Speed: 510 - Heading: 118>
1054,<(A20N) VT-IIU - Altitude: 33525 - Ground Speed: 374 - Heading: 315>
1055,<(A332) TC-JOV - Altitude: 41000 - Ground Speed: 497 - Heading: 115>
1056,<(B739) N407AS - Altitude: 19950 - Ground Speed: 427 - Heading: 150>
1057,<(A333) ZS-SXM - Altitude: 38000 - Ground Speed: 449 - Heading: 325>
1058,<(B788) JA842J - Altitude: 40975 - Ground Speed: 545 - Heading: 48>
1059,<(A306) N656FE - Altitude: 0 - Ground Speed: 0 - Heading: 312>
1060,<(B772) G-VIIO - Altitude: 38000 - Ground Speed: 471 - Heading: 236>
1061,<(B789) C-GUDO - Altitude: 35550 - Ground Speed: 508 - Heading: 124>
1062,<(A320) A6-ANM - Altitude: 33150 - Ground Speed: 415 - Heading: 298>
1063,<(B78X) N14011 - Altitude: 37975 - Ground Speed: 449 - Heading: 258>
1064,<(A333) A7-AEJ - Altitude: 36000 - Ground Speed: 448 - Heading: 3>
1065,<(B752) C-GVAJ - Altitude: 675 - Ground Speed: 111 - Heading: 181>
1066,<(A20N) CC-DBE - Altitude: 37000 - Ground Speed: 449 - Heading: 161>
1067,<(B212) N9122Z - Altitude: 6500 - Ground Speed: 27 - Heading: 194>
1068,<(A21N) N2027J - Altitude: 35000 - Ground Speed: 451 - Heading: 24>
1069,<(B752) N41135 - Altitude: 33975 - Ground Speed: 380 - Heading: 257>
1070,<(B763) N172DN - Altitude: 32000 - Ground Speed: 417 - Heading: 228>
1071,<(A21N) N436AN - Altitude: 34000 - Ground Speed: 446 - Heading: 255>
1072,<(B738) N808NN - Altitude: 2150 - Ground Speed: 157 - Heading: 206>
1073,<(A321) N183UW - Altitude: 13350 - Ground Speed: 306 - Heading: 213>
1074,<(A21N) PR-YJD - Altitude: 0 - Ground Speed: 39 - Heading: 104>
1075,<(A319) RA-73815 - Altitude: 39000 - Ground Speed: 501 - Heading: 125>
1076,<(A21N) N501DA - Altitude: 10575 - Ground Speed: 286 - Heading: 127>
1077,<(C68A) N554QS - Altitude: 0 - Ground Speed: 0 - Heading: 208>
1078,<(A332) PH-AOF - Altitude: 38000 - Ground Speed: 439 - Heading: 244>
1079,<(A321) N153AN - Altitude: 27300 - Ground Speed: 393 - Heading: 304>
1080,<(B738) LN-ENL - Altitude: 38025 - Ground Speed: 464 - Heading: 35>
1081,<(B77W) S2-AHM - Altitude: 12100 - Ground Speed: 258 - Heading: 291>
1082,<(A20N) LN-RGL - Altitude: 1350 - Ground Speed: 118 - Heading: 170>
1083,<(A359) D-AIXF - Altitude: 39000 - Ground Speed: 479 - Heading: 246>
1084,<(B738) N33264 - Altitude: 0 - Ground Speed: 13 - Heading: 247>
1085,<(B788) S2-AJT - Altitude: 40000 - Ground Speed: 404 - Heading: 288>
1086,<(E35L) N904FL - Altitude: 36000 - Ground Speed: 352 - Heading: 271>
1087,<(A333) A7-AEO - Altitude: 0 - Ground Speed: 15 - Heading: 118>
1088,<(B763) CC-CXK - Altitude: 32000 - Ground Speed: 448 - Heading: 360>
1089,<(E75L) N86334 - Altitude: 33000 - Ground Speed: 504 - Heading: 99>
1090,<(PA27) N622TB - Altitude: 7900 - Ground Speed: 98 - Heading: 270>
1091,<(A332) 9K-APD - Altitude: 0 - Ground Speed: 3 - Heading: 163>
1092,<(N/A) N/A - Altitude: 5800 - Ground Speed: 57 - Heading: 209>
1093,<(C172) N4913G - Altitude: 5500 - Ground Speed: 98 - Heading: 285>
1094,<(A20N) N365FR - Altitude: 21825 - Ground Speed: 375 - Heading: 153>
1095,<(A21N) HA-LVW - Altitude: 0 - Ground Speed: 8 - Heading: 22>
1096,<(A321) N684NK - Altitude: 675 - Ground Speed: 161 - Heading: 40>
1097,<(A333) F-HPUJ - Altitude: 34000 - Ground Speed: 405 - Heading: 233>
1098,<(C172) N494JB - Altitude: 2400 - Ground Speed: 102 - Heading: 264>
1099,<(A321) N144AN - Altitude: 0 - Ground Speed: 48 - Heading: 177>
1100,<(A359) SE-RSE - Altitude: 40000 - Ground Speed: 489 - Heading: 253>
1101,<(B748) JA16KZ - Altitude: 34004 - Ground Speed: 524 - Heading: 281>
1102,<(B38M) G-TUMW - Altitude: 3050 - Ground Speed: 169 - Heading: 192>
1103,<(E55P) N/A - Altitude: 1150 - Ground Speed: 118 - Heading: 179>
1104,<(B738) N929AN - Altitude: 6450 - Ground Speed: 211 - Heading: 98>
1105,<(B763) CC-CXE - Altitude: 33000 - Ground Speed: 476 - Heading: 154>
1106,<(B788) VT-ANT - Altitude: 41000 - Ground Speed: 567 - Heading: 109>
1107,<(B77W) A7-BOA - Altitude: 1850 - Ground Speed: 166 - Heading: 338>
1108,<(B739) N67846 - Altitude: 35000 - Ground Speed: 460 - Heading: 131>
1109,<(B739) N836DN - Altitude: 30000 - Ground Speed: 333 - Heading: 275>
1110,<(A321) N559UW - Altitude: 27025 - Ground Speed: 500 - Heading: 95>
1111,<(BCS3) C-GJYE - Altitude: 37000 - Ground Speed: 541 - Heading: 61>
1112,<(B772) G-YMMJ - Altitude: 38000 - Ground Speed: 445 - Heading: 242>
1113,<(B738) OY-JZS - Altitude: 35000 - Ground Speed: 438 - Heading: 214>
1114,<(B789) N27964 - Altitude: 3100 - Ground Speed: 189 - Heading: 141>
1115,<(B789) HZ-ARB - Altitude: 39000 - Ground Speed: 521 - Heading: 126>
1116,<(K35R) 58-0103 - Altitude: 22875 - Ground Speed: 338 - Heading: 330>
1117,<(A332) N391HA - Altitude: 39000 - Ground Speed: 430 - Heading: 236>
1118,<(CL35) N700QS - Altitude: 25000 - Ground Speed: 446 - Heading: 145>
1119,<(B763) RA-73080 - Altitude: 36025 - Ground Speed: 418 - Heading: 315>
1120,<(B38M) XA-CCM - Altitude: 36000 - Ground Speed: 360 - Heading: 316>
1121,<(B764) N845MH - Altitude: 30296 - Ground Speed: 436 - Heading: 251>
1122,<(A20N) CC-AZS - Altitude: 36000 - Ground Speed: 433 - Heading: 349>
1123,<(B744) OE-ILC - Altitude: 37000 - Ground Speed: 549 - Heading: 86>
1124,<(B77W) SU-GDN - Altitude: 13650 - Ground Speed: 382 - Heading: 191>
1125,<(B739) N39415 - Altitude: 33000 - Ground Speed: 412 - Heading: 133>
1126,<(A319) N812AW - Altitude: 28000 - Ground Speed: 448 - Heading: 221>
1127,<(B77L) A7-BFB - Altitude: 32000 - Ground Speed: 433 - Heading: 272>
1128,<(B789) N24974 - Altitude: 9500 - Ground Speed: 280 - Heading: 264>
1129,<(A321) N544UW - Altitude: 33000 - Ground Speed: 419 - Heading: 147>
1130,<(B738) HP-1831CMP - Altitude: 36000 - Ground Speed: 458 - Heading: 307>
1131,<(A20N) SE-RUD - Altitude: 39000 - Ground Speed: 479 - Heading: 57>
1132,<(B738) N355PU - Altitude: 0 - Ground Speed: 0 - Heading: 90>
1133,<(B744) OE-IFK - Altitude: 41000 - Ground Speed: 501 - Heading: 49>
1134,<(MD11) N582FE - Altitude: 0 - Ground Speed: 0 - Heading: 180>
1135,<(B789) CC-BGA - Altitude: 36000 - Ground Speed: 480 - Heading: 359>
1136,<(B789) C-GURP - Altitude: 38000 - Ground Speed: 470 - Heading: 278>
1137,<(B739) N471AS - Altitude: 35000 - Ground Speed: 478 - Heading: 109>
1138,<(CL30) N547FX - Altitude: 43000 - Ground Speed: 381 - Heading: 242>
1139,<(B744) HL7603 - Altitude: 1800 - Ground Speed: 146 - Heading: 107>
1140,<(B788) VH-VKL - Altitude: 39000 - Ground Speed: 514 - Heading: 139>
1141,<(B77L) D-AALT - Altitude: 34000 - Ground Speed: 445 - Heading: 245>
1142,<(GLID) LV-ESB - Altitude: 1535 - Ground Speed: 89 - Heading: 242>
1143,<(A319) C-GITP - Altitude: 0 - Ground Speed: 9 - Heading: 329>
1144,<(A21N) TF-AEW - Altitude: 38000 - Ground Speed: 399 - Heading: 213>
1145,<(A321) N178US - Altitude: 31000 - Ground Speed: 505 - Heading: 87>
1146,<(B789) JA870J - Altitude: 36975 - Ground Speed: 580 - Heading: 51>
1147,<(A21N) SE-RKA - Altitude: 36025 - Ground Speed: 469 - Heading: 40>
1148,<(LJ60) D-CFAX - Altitude: 0 - Ground Speed: 14 - Heading: 149>
1149,<(B77W) F-GSQD - Altitude: 34000 - Ground Speed: 473 - Heading: 203>
1150,<(A359) D-AIXJ - Altitude: 37000 - Ground Speed: 523 - Heading: 74>
1151,<(B789) TC-LLI - Altitude: 38008 - Ground Speed: 516 - Heading: 58>
1152,<(B350) N/A - Altitude: 15975 - Ground Speed: 297 - Heading: 196>
1153,<(A20N) G-UZLN - Altitude: 36000 - Ground Speed: 376 - Heading: 305>
1154,<(B38M) A6-FMY - Altitude: 36000 - Ground Speed: 402 - Heading: 256>
1155,<(B39M) N972AK - Altitude: 35000 - Ground Speed: 446 - Heading: 161>
1156,<(B77W) TC-LJB - Altitude: 32100 - Ground Speed: 432 - Heading: 294>
1157,<(B752) N705TW - Altitude: 15400 - Ground Speed: 311 - Heading: 123>
1158,<(B753) N586NW - Altitude: 32000 - Ground Speed: 441 - Heading: 222>
1159,<(A320) N658JB - Altitude: 2600 - Ground Speed: 260 - Heading: 163>
1160,<(A321) OH-LZG - Altitude: 35000 - Ground Speed: 445 - Heading: 213>
1161,<(A21N) N460AN - Altitude: 30000 - Ground Speed: 418 - Heading: 274>
1162,<(B738) VT-GHA - Altitude: 14075 - Ground Speed: 290 - Heading: 324>
1163,<(B739) N403AS - Altitude: 17625 - Ground Speed: 373 - Heading: 97>
1164,<(A320) 9H-SLF - Altitude: 10600 - Ground Speed: 310 - Heading: 339>
1165,<(C680) N/A - Altitude: 43000 - Ground Speed: 419 - Heading: 306>
1166,<(A20N) TF-PPA - Altitude: 38000 - Ground Speed: 397 - Heading: 213>
1167,<(A21N) RA-73445 - Altitude: 33000 - Ground Speed: 482 - Heading: 101>
1168,<(B772) N77022 - Altitude: 4300 - Ground Speed: 186 - Heading: 145>
1169,<(A20N) N948NK - Altitude: 36975 - Ground Speed: 479 - Heading: 95>
1170,<(B738) C-FDMB - Altitude: 4475 - Ground Speed: 228 - Heading: 226>
1171,<(FA7X) OO-AIE - Altitude: 41425 - Ground Speed: 423 - Heading: 322>
1172,<(A359) 3B-NBP - Altitude: 37000 - Ground Speed: 512 - Heading: 148>
1173,<(E35L) N/A - Altitude: 22625 - Ground Speed: 403 - Heading: 202>
1174,<(B77W) HZ-AK24 - Altitude: 34000 - Ground Speed: 454 - Heading: 269>
1175,<(A20N) CC-DBF - Altitude: 37000 - Ground Speed: 483 - Heading: 165>
1176,<(A332) A7-ACM - Altitude: 40000 - Ground Speed: 440 - Heading: 296>
1177,<(BCS1) N126DU - Altitude: 32000 - Ground Speed: 361 - Heading: 296>
1178,<(SIRA) CC-DDF - Altitude: 3825 - Ground Speed: 92 - Heading: 34>
1179,<(A319) N70020 - Altitude: 0 - Ground Speed: 1 - Heading: 22>
1180,<(A20N) G-TTNH - Altitude: 13025 - Ground Speed: 400 - Heading: 125>
1181,<(B744) B-18718 - Altitude: 35000 - Ground Speed: 526 - Heading: 111>
1182,<(DHC6) N223AL - Altitude: 8700 - Ground Speed: 105 - Heading: 130>
1183,<(B77L) D-ALFE - Altitude: 32096 - Ground Speed: 440 - Heading: 315>
1184,<(A359) TC-LGI - Altitude: 38025 - Ground Speed: 427 - Heading: 307>
1185,<(B77W) A6-ECX - Altitude: 37000 - Ground Speed: 585 - Heading: 103>
1186,<(A332) TC-GRA - Altitude: 39000 - Ground Speed: 504 - Heading: 55>
1187,<(B788) JA814A - Altitude: 40000 - Ground Speed: 457 - Heading: 247>
1188,<(B752) N29124 - Altitude: 35000 - Ground Speed: 487 - Heading: 84>
1189,<(N/A) 0D4521 - Altitude: 16000 - Ground Speed: 53 - Heading: 271>
1190,<(B38M) N303RE - Altitude: 23300 - Ground Speed: 406 - Heading: 243>
1191,<(B38M) A6-FMM - Altitude: 34000 - Ground Speed: 416 - Heading: 284>
1192,<(B739) N264AK - Altitude: 10375 - Ground Speed: 333 - Heading: 89>
1193,<(A333) TC-LNC - Altitude: 35000 - Ground Speed: 504 - Heading: 74>
1194,<(B77W) G-STBL - Altitude: 32000 - Ground Speed: 494 - Heading: 296>
1195,<(GLID) N926BG - Altitude: 1279 - Ground Speed: 1 - Heading: 271>
1196,<(B739) N453AS - Altitude: 27475 - Ground Speed: 464 - Heading: 100>
1197,<(B738) N535AS - Altitude: 38000 - Ground Speed: 420 - Heading: 208>
1198,<(A359) HL7579 - Altitude: 41000 - Ground Speed: 540 - Heading: 50>
1199,<(B38M) TC-LCG - Altitude: 33000 - Ground Speed: 483 - Heading: 220>
1200,<(P28R) N9471C - Altitude: 6500 - Ground Speed: 115 - Heading: 220>
1201,<(B738) SE-RPS - Altitude: 38000 - Ground Speed: 467 - Heading: 46>
1202,<(A333) RP-C3348 - Altitude: 0 - Ground Speed: 0 - Heading: 315>
1203,<(A20N) 9K-CBB - Altitude: 36100 - Ground Speed: 514 - Heading: 109>
1204,<(B77W) 9K-AOD - Altitude: 4550 - Ground Speed: 244 - Heading: 104>
1205,<(B739) N457AS - Altitude: 26000 - Ground Speed: 448 - Heading: 158>
1206,<(B738) C-FHNM - Altitude: 325 - Ground Speed: 143 - Heading: 73>
1207,<(A320) A6-EIT - Altitude: 33975 - Ground Speed: 415 - Heading: 352>
1208,<(B38M) C-GMIW - Altitude: 37000 - Ground Speed: 473 - Heading: 103>
1209,<(B739) N61882 - Altitude: 36000 - Ground Speed: 334 - Heading: 312>
1210,<(PC12) N825NX - Altitude: 10825 - Ground Speed: 221 - Heading: 143>
1211,<(GLID) N795G - Altitude: 1259 - Ground Speed: 1 - Heading: 89>
1212,<(B39M) N47517 - Altitude: 5650 - Ground Speed: 183 - Heading: 270>
1213,<(B739) N66841 - Altitude: 4300 - Ground Speed: 242 - Heading: 103>
1214,<(B77W) RA-73137 - Altitude: 33000 - Ground Speed: 481 - Heading: 120>
1215,<(B77W) C-FIVS - Altitude: 34000 - Ground Speed: 440 - Heading: 242>
1216,<(B77W) HZ-AK23 - Altitude: 34175 - Ground Speed: 498 - Heading: 31>
1217,<(B738) N384DA - Altitude: 32525 - Ground Speed: 464 - Heading: 155>
1218,<(B789) JA861J - Altitude: 37000 - Ground Speed: 505 - Heading: 62>
1219,<(A333) 9M-XXZ - Altitude: 39000 - Ground Speed: 523 - Heading: 35>
1220,<(A359) D-AIXD - Altitude: 38000 - Ground Speed: 503 - Heading: 261>
1221,<(B77L) A6-EFU - Altitude: 35000 - Ground Speed: 589 - Heading: 101>
1222,<(A21N) CS-TXJ - Altitude: 35000 - Ground Speed: 484 - Heading: 123>
1223,<(A320) D-AEWL - Altitude: 0 - Ground Speed: 72 - Heading: 233>
1224,<(B739) N69847 - Altitude: 6125 - Ground Speed: 259 - Heading: 177>
1225,<(B77W) N2243U - Altitude: 17200 - Ground Speed: 378 - Heading: 103>
1226,<(A333) HL8001 - Altitude: 39000 - Ground Speed: 516 - Heading: 19>
1227,<(A21N) CC-DCA - Altitude: 9175 - Ground Speed: 310 - Heading: 208>
1228,<(B739) N402AS - Altitude: 17550 - Ground Speed: 332 - Heading: 137>
1229,<(A21N) HL8366 - Altitude: 33000 - Ground Speed: 468 - Heading: 5>
1230,<(B739) N62849 - Altitude: 35000 - Ground Speed: 457 - Heading: 162>
1231,<(B77W) HZ-AK25 - Altitude: 0 - Ground Speed: 0 - Heading: 30>
1232,<(A20N) N960NK - Altitude: 18025 - Ground Speed: 367 - Heading: 110>
1233,<(A332) A7-ACI - Altitude: 37125 - Ground Speed: 528 - Heading: 93>
1234,<(B752) N14107 - Altitude: 31000 - Ground Speed: 517 - Heading: 88>
1235,<(A321) N943JT - Altitude: 34025 - Ground Speed: 403 - Heading: 331>
1236,<(B752) TF-ISJ - Altitude: 39000 - Ground Speed: 476 - Heading: 54>
1237,<(A359) OH-LWR - Altitude: 39000 - Ground Speed: 558 - Heading: 109>
1238,<(B738) UP-B3732 - Altitude: 5225 - Ground Speed: 232 - Heading: 15>
1239,<(A21N) RP-C9935 - Altitude: 35000 - Ground Speed: 468 - Heading: 123>
1240,<(B738) N556AS - Altitude: 4725 - Ground Speed: 223 - Heading: 267>
1241,<(A333) TC-JNS - Altitude: 36000 - Ground Speed: 405 - Heading: 293>
1242,<(A339) N403DX - Altitude: 40000 - Ground Speed: 464 - Heading: 287>
1243,<(B738) N8620H - Altitude: 25250 - Ground Speed: 358 - Heading: 254>
1244,<(B38M) OK-SWB - Altitude: 36000 - Ground Speed: 409 - Heading: 288>
1245,<(A20N) TF-PPB - Altitude: 0 - Ground Speed: 7 - Heading: 33>
1246,<(A321) EC-MRF - Altitude: 34025 - Ground Speed: 463 - Heading: 304>
1247,<(RV12) N1538Z - Altitude: 8950 - Ground Speed: 82 - Heading: 314>
1248,<(GLID) N655JK - Altitude: 1269 - Ground Speed: 2 - Heading: 89>
1249,<(B788) ET-ASH - Altitude: 36100 - Ground Speed: 436 - Heading: 242>
1250,<(B77L) HL8251 - Altitude: 35004 - Ground Speed: 410 - Heading: 245>
1251,<(FA50) N850RA - Altitude: 5425 - Ground Speed: 240 - Heading: 233>
1252,<(A333) 9M-MTM - Altitude: 37000 - Ground Speed: 514 - Heading: 22>
1253,<(B737) N17719 - Altitude: 39000 - Ground Speed: 414 - Heading: 136>
1254,<(PA46) N523ML - Altitude: 0 - Ground Speed: 1 - Heading: 275>
1255,<(A21N) SE-RKB - Altitude: 35025 - Ground Speed: 478 - Heading: 40>
1256,<(B77L) A7-BBB - Altitude: 3650 - Ground Speed: 202 - Heading: 94>
1257,<(B772) N78003 - Altitude: 23100 - Ground Speed: 430 - Heading: 109>
1258,<(A320) CC-BFV - Altitude: 36000 - Ground Speed: 446 - Heading: 353>
1259,<(B77W) A6-ENH - Altitude: 34000 - Ground Speed: 477 - Heading: 292>
1260,<(B789) SP-LSE - Altitude: 36975 - Ground Speed: 523 - Heading: 131>
1261,<(A332) A7-ACG - Altitude: 40028 - Ground Speed: 447 - Heading: 286>
1262,<(BCS3) N305DU - Altitude: 8600 - Ground Speed: 325 - Heading: 114>
1263,<(EC45) F-HCHU - Altitude: 650 - Ground Speed: 22 - Heading: 177>
1264,<(B738) G-JZBC - Altitude: 30025 - Ground Speed: 388 - Heading: 208>
1265,<(BCS3) N301DU - Altitude: 0 - Ground Speed: 1 - Heading: 199>
1266,<(A332) EI-MYY - Altitude: 35000 - Ground Speed: 604 - Heading: 83>
1267,<(M20P) N333KR - Altitude: 3900 - Ground Speed: 4 - Heading: 90>
1268,<(B738) N342AM - Altitude: 10350 - Ground Speed: 257 - Heading: 342>
1269,<(B752) N690DL - Altitude: 0 - Ground Speed: 0 - Heading: 271>
1270,<(A21N) VN-A540 - Altitude: 19550 - Ground Speed: 376 - Heading: 358>
1271,<(A20N) SU-GFL - Altitude: 35975 - Ground Speed: 460 - Heading: 313>
1272,<(B739) N63820 - Altitude: 0 - Ground Speed: 18 - Heading: 123>
1273,<(GLID) N630PC - Altitude: 4450 - Ground Speed: 95 - Heading: 218>
1274,<(A332) N399HA - Altitude: 40000 - Ground Speed: 443 - Heading: 236>
1275,<(B738) A6-FED - Altitude: 6800 - Ground Speed: 279 - Heading: 202>
1276,<(B77W) F-GSQJ - Altitude: 32000 - Ground Speed: 496 - Heading: 297>
1277,<(A21N) XA-VBM - Altitude: 3625 - Ground Speed: 228 - Heading: 141>
1278,<(B738) N8308K - Altitude: 34000 - Ground Speed: 432 - Heading: 234>
1279,<(B773) RA-73292 - Altitude: 35000 - Ground Speed: 489 - Heading: 109>
1280,<(A20N) SU-GFQ - Altitude: 3725 - Ground Speed: 178 - Heading: 265>
1281,<(B738) RA-73467 - Altitude: 0 - Ground Speed: 4 - Heading: 56>
1282,<(C30J) 130617 - Altitude: 10900 - Ground Speed: 282 - Heading: 244>
1283,<(A320) G-EZUP - Altitude: 19825 - Ground Speed: 412 - Heading: 265>
1284,<(A388) A6-EVC - Altitude: 34996 - Ground Speed: 580 - Heading: 75>
1285,<(B789) A6-BLS - Altitude: 0 - Ground Speed: 42 - Heading: 303>
1286,<(A321) N903JB - Altitude: 33000 - Ground Speed: 461 - Heading: 30>
1287,<(B738) SE-RPI - Altitude: 36975 - Ground Speed: 454 - Heading: 217>
1288,<(A333) HL7795 - Altitude: 39000 - Ground Speed: 471 - Heading: 4>
1289,<(A320) OE-IJL - Altitude: 7675 - Ground Speed: 278 - Heading: 336>
1290,<(B772) N769UA - Altitude: 0 - Ground Speed: 14 - Heading: 275>
1291,<(B789) CN-RGY - Altitude: 26800 - Ground Speed: 468 - Heading: 213>
1292,<(GLF5) N280PH - Altitude: 45000 - Ground Speed: 414 - Heading: 292>
1293,<(B763) N148FE - Altitude: 0 - Ground Speed: 0 - Heading: 0>
1294,<(B788) A7-BDC - Altitude: 39000 - Ground Speed: 489 - Heading: 111>
1295,<(A21N) RP-C9933 - Altitude: 35000 - Ground Speed: 465 - Heading: 146>
1296,<(N/A) N87443 - Altitude: 2400 - Ground Speed: 171 - Heading: 164>
1297,<(A320) N632JB - Altitude: 0 - Ground Speed: 0 - Heading: 326>
1298,<(A321) N150NN - Altitude: 0 - Ground Speed: 0 - Heading: 140>
1299,<(B738) A6-FGI - Altitude: 40000 - Ground Speed: 384 - Heading: 275>
1300,<(B744) B-2432 - Altitude: 30992 - Ground Speed: 585 - Heading: 49>
1301,<(BE33) N44983 - Altitude: 8400 - Ground Speed: 195 - Heading: 57>
1302,<(B788) JY-BAB - Altitude: 37975 - Ground Speed: 462 - Heading: 290>
1303,<(B788) A7-BCF - Altitude: 40000 - Ground Speed: 458 - Heading: 222>
1304,<(T204) RA-64024 - Altitude: 26625 - Ground Speed: 374 - Heading: 125>
