,0
327,<(A35K) F-HTOO - Altitude: 38004 - Ground Speed: 420 - Heading: 239>
328,<(A332) EC-MNL - Altitude: 38000 - Ground Speed: 440 - Heading: 212>
329,<(B789) PH-BHF - Altitude: 37100 - Ground Speed: 526 - Heading: 88>
330,<(B78X) G-ZBLF - Altitude: 40000 - Ground Speed: 457 - Heading: 211>
331,<(A332) EC-MOU - Altitude: 39000 - Ground Speed: 511 - Heading: 219>
332,<(B77L) N895FD - Altitude: 35000 - Ground Speed: 540 - Heading: 113>
333,<(B772) N760AN - Altitude: 0 - Ground Speed: 7 - Heading: 329>
334,<(A388) G-XLEC - Altitude: 27850 - Ground Speed: 336 - Heading: 258>
335,<(B77W) A7-BAK - Altitude: 0 - Ground Speed: 11 - Heading: 67>
336,<(B788) N810AN - Altitude: 40000 - Ground Speed: 452 - Heading: 200>
337,<(A21N) C-GOIP - Altitude: 0 - Ground Speed: 16 - Heading: 137>
338,<(A359) HL8308 - Altitude: 39008 - Ground Speed: 637 - Heading: 113>
339,<(B744) N729CA - Altitude: 0 - Ground Speed: 7 - Heading: 28>
340,<(A332) EC-MLB - Altitude: 37000 - Ground Speed: 488 - Heading: 227>
341,<(A333) EI-EIL - Altitude: 10450 - Ground Speed: 180 - Heading: 241>
342,<(B744) N496MC - Altitude: 40000 - Ground Speed: 370 - Heading: 227>
343,<(B748) N623UP - Altitude: 38000 - Ground Speed: 448 - Heading: 226>
344,<(B763) N297FE - Altitude: 0 - Ground Speed: 0 - Heading: 180>
345,<(MD11) N616FE - Altitude: 14900 - Ground Speed: 400 - Heading: 94>
346,<(B77L) N704GT - Altitude: 35004 - Ground Speed: 429 - Heading: 249>
347,<(B763) N1605 - Altitude: 3200 - Ground Speed: 251 - Heading: 285>
348,<(A359) SE-RSA - Altitude: 40000 - Ground Speed: 467 - Heading: 214>
349,<(B789) PH-BHN - Altitude: 40000 - Ground Speed: 458 - Heading: 207>
350,<(A21N) SE-DMR - Altitude: 4425 - Ground Speed: 195 - Heading: 238>
351,<(GL7T) N369WW - Altitude: 41000 - Ground Speed: 525 - Heading: 69>
352,<(B789) ZK-NZE - Altitude: 39000 - Ground Speed: 531 - Heading: 143>
353,<(A346) D-AIHV - Altitude: 24650 - Ground Speed: 428 - Heading: 235>
354,<(B77L) B-2097 - Altitude: 33000 - Ground Speed: 561 - Heading: 100>
355,<(A359) HL8361 - Altitude: 39000 - Ground Speed: 626 - Heading: 111>
356,<(B77W) PH-BVO - Altitude: 0 - Ground Speed: 18 - Heading: 284>
357,<(GLID) CC-AMW - Altitude: 2388 - Ground Speed: 0 - Heading: 270>
358,<(B744) N418MC - Altitude: 38000 - Ground Speed: 469 - Heading: 313>
359,<(B763) N269FE - Altitude: 0 - Ground Speed: 0 - Heading: 230>
360,<(B788) CC-BBE - Altitude: 24525 - Ground Speed: 437 - Heading: 66>
361,<(A359) 9V-SMF - Altitude: 41000 - Ground Speed: 509 - Heading: 107>
362,<(A332) EI-EJH - Altitude: 40000 - Ground Speed: 442 - Heading: 257>
363,<(A21N) N4048J - Altitude: 0 - Ground Speed: 0 - Heading: 230>
364,<(GLEX) N/A - Altitude: 43000 - Ground Speed: 482 - Heading: 282>
365,<(A359) OH-LWF - Altitude: 39000 - Ground Speed: 552 - Heading: 113>
366,<(A333) G-VNYC - Altitude: 38000 - Ground Speed: 485 - Heading: 238>
367,<(A359) B-LQF - Altitude: 41100 - Ground Speed: 515 - Heading: 114>
368,<(B788) VT-ANG - Altitude: 40975 - Ground Speed: 494 - Heading: 127>
369,<(A332) EC-NUL - Altitude: 40000 - Ground Speed: 435 - Heading: 239>
370,<(A333) HB-JHJ - Altitude: 14100 - Ground Speed: 291 - Heading: 238>
371,<(B789) G-VSPY - Altitude: 39975 - Ground Speed: 477 - Heading: 207>
372,<(B78X) B-17801 - Altitude: 38004 - Ground Speed: 430 - Heading: 229>
373,<(B77W) A6-EPE - Altitude: 38000 - Ground Speed: 430 - Heading: 303>
374,<(B789) VH-ZNI - Altitude: 37000 - Ground Speed: 507 - Heading: 138>
375,<(B772) N69020 - Altitude: 0 - Ground Speed: 12 - Heading: 295>
376,<(B763) N652UA - Altitude: 34000 - Ground Speed: 407 - Heading: 257>
377,<(A332) PR-AIW - Altitude: 40000 - Ground Speed: 421 - Heading: 292>
378,<(B789) N825AA - Altitude: 35975 - Ground Speed: 428 - Heading: 270>
379,<(B789) ZK-NZJ - Altitude: 39000 - Ground Speed: 493 - Heading: 161>
380,<(B77W) HS-TTA - Altitude: 37000 - Ground Speed: 561 - Heading: 119>
381,<(A333) SU-GDT - Altitude: 10625 - Ground Speed: 349 - Heading: 127>
382,<(B752) N688SL - Altitude: 225 - Ground Speed: 124 - Heading: 52>
383,<(A333) N828NW - Altitude: 36000 - Ground Speed: 399 - Heading: 205>
384,<(B772) N79011 - Altitude: 4975 - Ground Speed: 245 - Heading: 181>
385,<(B77W) HZ-AK18 - Altitude: 36000 - Ground Speed: 470 - Heading: 281>
386,<(A333) G-EILA - Altitude: 37000 - Ground Speed: 505 - Heading: 236>
387,<(B789) JA876A - Altitude: 39000 - Ground Speed: 547 - Heading: 137>
388,<(B789) G-VCRU - Altitude: 39000 - Ground Speed: 518 - Heading: 142>
389,<(A35K) B-LXA - Altitude: 40000 - Ground Speed: 510 - Heading: 96>
390,<(B789) SP-LSA - Altitude: 35996 - Ground Speed: 511 - Heading: 208>
391,<(B788) N874AN - Altitude: 0 - Ground Speed: 2 - Heading: 75>
392,<(A359) TC-LGC - Altitude: 38000 - Ground Speed: 455 - Heading: 247>
393,<(B77W) N2341U - Altitude: 34000 - Ground Speed: 475 - Heading: 212>
394,<(B77W) B-16740 - Altitude: 35000 - Ground Speed: 627 - Heading: 94>
395,<(B744) D-ABVX - Altitude: 39000 - Ground Speed: 499 - Heading: 128>
396,<(A388) A6-EUT - Altitude: 4525 - Ground Speed: 157 - Heading: 239>
397,<(A359) OH-LWG - Altitude: 13725 - Ground Speed: 374 - Heading: 239>
398,<(A339) CS-TUO - Altitude: 38000 - Ground Speed: 456 - Heading: 202>
399,<(F900) G-ZAHS - Altitude: 43000 - Ground Speed: 434 - Heading: 331>
400,<(A333) F-HJAZ - Altitude: 37000 - Ground Speed: 457 - Heading: 222>
401,<(B763) JA608J - Altitude: 37000 - Ground Speed: 505 - Heading: 34>
402,<(B77W) HB-JNI - Altitude: 33000 - Ground Speed: 532 - Heading: 231>
403,<(A339) CS-TUF - Altitude: 40000 - Ground Speed: 455 - Heading: 210>
404,<(B772) N766AN - Altitude: 36000 - Ground Speed: 436 - Heading: 200>
405,<(A359) EC-MYX - Altitude: 39000 - Ground Speed: 544 - Heading: 250>
406,<(A333) VH-QPA - Altitude: 18650 - Ground Speed: 376 - Heading: 92>
407,<(DRON) 4ADEMO0 - Altitude: 403 - Ground Speed: 0 - Heading: 271>
408,<(GLEX) T7-VBS - Altitude: 4600 - Ground Speed: 138 - Heading: 254>
409,<(C182) N7139D - Altitude: 6800 - Ground Speed: 129 - Heading: 97>
410,<(A321) N934JB - Altitude: 0 - Ground Speed: 13 - Heading: 351>
411,<(A333) N812NW - Altitude: 38000 - Ground Speed: 444 - Heading: 230>
412,<(B772) F-GSPL - Altitude: 37000 - Ground Speed: 448 - Heading: 243>
413,<(B77W) HS-TKM - Altitude: 37000 - Ground Speed: 547 - Heading: 107>
414,<(A359) 9V-SMK - Altitude: 39000 - Ground Speed: 535 - Heading: 121>
415,<(B748) D-ABYQ - Altitude: 38000 - Ground Speed: 472 - Heading: 240>
416,<(A333) HB-JHK - Altitude: 40000 - Ground Speed: 459 - Heading: 247>
417,<(B772) PH-BQP - Altitude: 37000 - Ground Speed: 509 - Heading: 187>
418,<(A333) N821NW - Altitude: 40000 - Ground Speed: 400 - Heading: 219>
419,<(A320) N638JB - Altitude: 34025 - Ground Speed: 394 - Heading: 246>
420,<(B772) G-VIIX - Altitude: 39996 - Ground Speed: 529 - Heading: 175>
421,<(A332) VH-EBQ - Altitude: 39000 - Ground Speed: 552 - Heading: 107>
422,<(A343) D-AIFD - Altitude: 9225 - Ground Speed: 256 - Heading: 65>
423,<(A35K) G-VPRD - Altitude: 38000 - Ground Speed: 449 - Heading: 214>
424,<(A388) G-XLEG - Altitude: 24300 - Ground Speed: 369 - Heading: 241>
425,<(B77W) HB-JNC - Altitude: 34000 - Ground Speed: 437 - Heading: 226>
426,<(B744) B-18706 - Altitude: 33000 - Ground Speed: 465 - Heading: 75>
427,<(A35K) G-XWBA - Altitude: 40000 - Ground Speed: 454 - Heading: 257>
428,<(B77L) N891FD - Altitude: 36000 - Ground Speed: 530 - Heading: 67>
429,<(A333) N809NW - Altitude: 30000 - Ground Speed: 439 - Heading: 267>
430,<(B789) N38955 - Altitude: 33975 - Ground Speed: 463 - Heading: 258>
431,<(A333) EC-MAA - Altitude: 7000 - Ground Speed: 202 - Heading: 253>
432,<(A321) N162UW - Altitude: 0 - Ground Speed: 0 - Heading: 160>
433,<(A333) VH-QPE - Altitude: 0 - Ground Speed: 4 - Heading: 42>
434,<(A21N) CS-TXH - Altitude: 3775 - Ground Speed: 209 - Heading: 151>
435,<(B78X) PH-BKA - Altitude: 38000 - Ground Speed: 455 - Heading: 211>
436,<(B764) N828MH - Altitude: 30000 - Ground Speed: 481 - Heading: 263>
437,<(B77W) HB-JNF - Altitude: 36000 - Ground Speed: 458 - Heading: 230>
438,<(A359) OH-LWA - Altitude: 39004 - Ground Speed: 524 - Heading: 242>
439,<(A321) N965JT - Altitude: 3325 - Ground Speed: 229 - Heading: 179>
440,<(B77L) G-DHLW - Altitude: 28000 - Ground Speed: 443 - Heading: 248>
441,<(B763) N189DN - Altitude: 30000 - Ground Speed: 463 - Heading: 270>
442,<(GL7T) 9H-VIE - Altitude: 45000 - Ground Speed: 524 - Heading: 104>
443,<(B77L) D-AALP - Altitude: 34000 - Ground Speed: 474 - Heading: 306>
444,<(B772) G-VIIP - Altitude: 39000 - Ground Speed: 511 - Heading: 243>
445,<(A359) F-HNET - Altitude: 40000 - Ground Speed: 539 - Heading: 233>
446,<(A333) TC-JOL - Altitude: 38000 - Ground Speed: 446 - Heading: 233>
447,<(B77W) F-GZNE - Altitude: 36000 - Ground Speed: 426 - Heading: 227>
448,<(A339) RP-C3900 - Altitude: 41000 - Ground Speed: 477 - Heading: 90>
449,<(B77W) TC-LJG - Altitude: 34000 - Ground Speed: 440 - Heading: 240>
450,<(A333) HB-JHM - Altitude: 39000 - Ground Speed: 501 - Heading: 113>
451,<(A332) N388HA - Altitude: 40000 - Ground Speed: 500 - Heading: 98>
452,<(B77L) A7-BBF - Altitude: 38000 - Ground Speed: 410 - Heading: 302>
453,<(B738) N837NN - Altitude: 0 - Ground Speed: 14 - Heading: 47>
454,<(A388) VH-OQD - Altitude: 3750 - Ground Speed: 182 - Heading: 96>
455,<(A343) D-AIGL - Altitude: 38000 - Ground Speed: 444 - Heading: 234>
456,<(B789) B-1113 - Altitude: 36975 - Ground Speed: 518 - Heading: 148>
457,<(A333) EI-GAJ - Altitude: 38000 - Ground Speed: 441 - Heading: 229>
458,<(B77L) N714SA - Altitude: 33000 - Ground Speed: 496 - Heading: 81>
459,<(A333) N807NW - Altitude: 33000 - Ground Speed: 504 - Heading: 232>
460,<(B77L) N844FD - Altitude: 0 - Ground Speed: 0 - Heading: 345>
461,<(A333) G-EODS - Altitude: 38000 - Ground Speed: 422 - Heading: 293>
462,<(A21N) CS-TXD - Altitude: 0 - Ground Speed: 0 - Heading: 28>
463,<(B77W) SU-GDP - Altitude: 35000 - Ground Speed: 538 - Heading: 112>
464,<(A332) B-1043 - Altitude: 37000 - Ground Speed: 466 - Heading: 118>
465,<(B789) LN-FNC - Altitude: 0 - Ground Speed: 1 - Heading: 8>
466,<(A332) EI-MAA - Altitude: 34000 - Ground Speed: 450 - Heading: 319>
467,<(JANU) LV-EOU - Altitude: 308 - Ground Speed: 26 - Heading: 36>
468,<(B789) N19951 - Altitude: 38000 - Ground Speed: 446 - Heading: 220>
469,<(A35K) G-XWBG - Altitude: 32550 - Ground Speed: 415 - Heading: 232>
470,<(B748) N855GT - Altitude: 0 - Ground Speed: 0 - Heading: 174>
471,<(B77W) G-STBN - Altitude: 1675 - Ground Speed: 154 - Heading: 347>
472,<(A332) OO-CGM - Altitude: 27575 - Ground Speed: 511 - Heading: 98>
473,<(B77W) B-2022 - Altitude: 33000 - Ground Speed: 482 - Heading: 72>
474,<(B772) PH-BQF - Altitude: 37000 - Ground Speed: 526 - Heading: 113>
475,<(A333) HB-JHC - Altitude: 37975 - Ground Speed: 439 - Heading: 247>
476,<(A321) N978JB - Altitude: 0 - Ground Speed: 0 - Heading: 230>
477,<(B77W) TC-JJE - Altitude: 34000 - Ground Speed: 413 - Heading: 278>
478,<(A359) VN-A890 - Altitude: 39000 - Ground Speed: 458 - Heading: 174>
479,<(A321) N964JT - Altitude: 0 - Ground Speed: 9 - Heading: 177>
480,<(A359) F-HTYS - Altitude: 39000 - Ground Speed: 546 - Heading: 215>
481,<(A21N) EI-LRC - Altitude: 17050 - Ground Speed: 326 - Heading: 238>
482,<(DRON) 4A1101 - Altitude: 360 - Ground Speed: 1 - Heading: 34>
483,<(A321) N961JT - Altitude: 0 - Ground Speed: 0 - Heading: 340>
484,<(A359) 9V-SGF - Altitude: 40000 - Ground Speed: 629 - Heading: 53>
485,<(A21N) N4062J - Altitude: 0 - Ground Speed: 0 - Heading: 315>
486,<(B77W) TC-JJS - Altitude: 35700 - Ground Speed: 420 - Heading: 226>
487,<(B77W) A6-EPG - Altitude: 36000 - Ground Speed: 437 - Heading: 288>
488,<(B748) D-ABYO - Altitude: 35100 - Ground Speed: 539 - Heading: 87>
489,<(B772) N792AN - Altitude: 32000 - Ground Speed: 402 - Heading: 242>
490,<(B789) N36962 - Altitude: 38975 - Ground Speed: 531 - Heading: 110>
491,<(B77L) A7-BBE - Altitude: 34000 - Ground Speed: 442 - Heading: 310>
492,<(B77W) F-GSQY - Altitude: 36000 - Ground Speed: 469 - Heading: 246>
493,<(B38M) OK-SWD - Altitude: 10725 - Ground Speed: 344 - Heading: 302>
494,<(A332) 9M-MTZ - Altitude: 40000 - Ground Speed: 460 - Heading: 307>
495,<(B77L) A7-BFY - Altitude: 35100 - Ground Speed: 578 - Heading: 69>
496,<(A343) HB-JMG - Altitude: 36996 - Ground Speed: 498 - Heading: 241>
497,<(B77W) TC-LJC - Altitude: 34000 - Ground Speed: 446 - Heading: 250>
498,<(B788) C-GHPU - Altitude: 39975 - Ground Speed: 442 - Heading: 257>
499,<(B789) B-17882 - Altitude: 38000 - Ground Speed: 486 - Heading: 355>
500,<(A359) D-AIXC - Altitude: 38996 - Ground Speed: 478 - Heading: 278>
501,<(B763) JA605F - Altitude: 27725 - Ground Speed: 478 - Heading: 241>
502,<(A21N) F-HNCO - Altitude: 37000 - Ground Speed: 436 - Heading: 257>
503,<(B748) HL7639 - Altitude: 32000 - Ground Speed: 440 - Heading: 236>
504,<(A333) A7-AEE - Altitude: 40000 - Ground Speed: 390 - Heading: 260>
505,<(A359) HS-THN - Altitude: 41000 - Ground Speed: 554 - Heading: 110>
506,<(B788) VH-VKG - Altitude: 4975 - Ground Speed: 340 - Heading: 199>
507,<(B788) S2-AJS - Altitude: 8000 - Ground Speed: 227 - Heading: 283>
508,<(A359) 9V-SHE - Altitude: 41000 - Ground Speed: 504 - Heading: 100>
509,<(B789) G-ZBKH - Altitude: 39975 - Ground Speed: 456 - Heading: 222>
510,<(GL5T) N116QS - Altitude: 43000 - Ground Speed: 486 - Heading: 246>
511,<(FA7X) N/A - Altitude: 45000 - Ground Speed: 459 - Heading: 162>
512,<(B77W) PH-BVK - Altitude: 33975 - Ground Speed: 423 - Heading: 235>
513,<(A333) D-AIKC - Altitude: 38000 - Ground Speed: 390 - Heading: 229>
514,<(B78X) HZ-AR25 - Altitude: 22600 - Ground Speed: 470 - Heading: 125>
515,<(A359) F-HTYL - Altitude: 40000 - Ground Speed: 450 - Heading: 279>
516,<(B38M) TC-LCM - Altitude: 36000 - Ground Speed: 460 - Heading: 183>
517,<(B789) C-FGDX - Altitude: 38000 - Ground Speed: 421 - Heading: 257>
518,<(A359) F-HREN - Altitude: 40000 - Ground Speed: 461 - Heading: 216>
519,<(B77W) PH-BVW - Altitude: 33000 - Ground Speed: 544 - Heading: 209>
520,<(A359) 9V-SMY - Altitude: 37000 - Ground Speed: 636 - Heading: 60>
521,<(A321) N977JE - Altitude: 0 - Ground Speed: 0 - Heading: 180>
522,<(A359) F-HHAV - Altitude: 39996 - Ground Speed: 493 - Heading: 223>
523,<(B77L) N840FD - Altitude: 35000 - Ground Speed: 584 - Heading: 52>
524,<(B77W) A6-EGC - Altitude: 35000 - Ground Speed: 551 - Heading: 118>
525,<(GLEX) D-AFAM - Altitude: 46475 - Ground Speed: 439 - Heading: 211>
526,<(A35K) G-XWBK - Altitude: 38000 - Ground Speed: 450 - Heading: 215>
527,<(B77W) HS-TKQ - Altitude: 35000 - Ground Speed: 562 - Heading: 116>
528,<(A359) OH-LWH - Altitude: 41000 - Ground Speed: 470 - Heading: 350>
529,<(B788) ET-AOS - Altitude: 40996 - Ground Speed: 479 - Heading: 294>
530,<(A339) RP-C3903 - Altitude: 41000 - Ground Speed: 527 - Heading: 103>
531,<(CL60) N575AG - Altitude: 20375 - Ground Speed: 349 - Heading: 244>
532,<(B772) G-VIIL - Altitude: 4150 - Ground Speed: 165 - Heading: 270>
533,<(C172) N7823G - Altitude: 3500 - Ground Speed: 117 - Heading: 59>
534,<(B789) F-HRBA - Altitude: 38000 - Ground Speed: 470 - Heading: 226>
535,<(MD11) N621FE - Altitude: 39150 - Ground Speed: 546 - Heading: 93>
536,<(A359) 9M-MAE - Altitude: 41000 - Ground Speed: 563 - Heading: 112>
537,<(FA8X) N/A - Altitude: 39988 - Ground Speed: 482 - Heading: 318>
538,<(B748) B-LJC - Altitude: 34000 - Ground Speed: 437 - Heading: 269>
539,<(GLEX) 9H-VJP - Altitude: 43000 - Ground Speed: 434 - Heading: 335>
540,<(GLF5) B-3196 - Altitude: 3100 - Ground Speed: 170 - Heading: 199>
541,<(B789) VN-A863 - Altitude: 36975 - Ground Speed: 488 - Heading: 123>
542,<(A333) VH-QPB - Altitude: 37000 - Ground Speed: 487 - Heading: 172>
543,<(B38M) PR-XML - Altitude: 38000 - Ground Speed: 416 - Heading: 294>
544,<(B788) A7-BCK - Altitude: 40000 - Ground Speed: 407 - Heading: 292>
545,<(A21N) EI-LRG - Altitude: 10350 - Ground Speed: 301 - Heading: 252>
546,<(B77W) S2-AFP - Altitude: 36000 - Ground Speed: 434 - Heading: 266>
547,<(A332) DQ-FJV - Altitude: 39000 - Ground Speed: 534 - Heading: 106>
548,<(B77L) A7-BFX - Altitude: 38000 - Ground Speed: 479 - Heading: 240>
549,<(A333) EC-LZX - Altitude: 36000 - Ground Speed: 431 - Heading: 260>
550,<(A35K) G-VRNB - Altitude: 30350 - Ground Speed: 473 - Heading: 235>
551,<(B77W) A6-EGG - Altitude: 3825 - Ground Speed: 211 - Heading: 87>
552,<(B744) LX-ECV - Altitude: 38000 - Ground Speed: 455 - Heading: 226>
553,<(A21N) F-HBUZ - Altitude: 2750 - Ground Speed: 112 - Heading: 150>
554,<(B77W) F-GZNL - Altitude: 33000 - Ground Speed: 519 - Heading: 151>
555,<(B77W) A7-BER - Altitude: 34000 - Ground Speed: 505 - Heading: 295>
556,<(B789) N15969 - Altitude: 36000 - Ground Speed: 474 - Heading: 268>
557,<(B789) JA877A - Altitude: 37000 - Ground Speed: 470 - Heading: 11>
558,<(B763) N162FE - Altitude: 0 - Ground Speed: 0 - Heading: 180>
559,<(B788) V8-DLE - Altitude: 42975 - Ground Speed: 423 - Heading: 293>
560,<(B39M) HP-9911CMP - Altitude: 11550 - Ground Speed: 276 - Heading: 302>
561,<(BCS3) C-GUPL - Altitude: 600 - Ground Speed: 135 - Heading: 222>
562,<(B38M) A6-FKB - Altitude: 41000 - Ground Speed: 520 - Heading: 110>
563,<(A333) RP-C8781 - Altitude: 41000 - Ground Speed: 477 - Heading: 151>
564,<(B77W) HS-TKK - Altitude: 35000 - Ground Speed: 561 - Heading: 117>
565,<(B789) C-FRSA - Altitude: 39000 - Ground Speed: 552 - Heading: 112>
566,<(B788) JA836J - Altitude: 6775 - Ground Speed: 231 - Heading: 120>
567,<(B77W) RA-73143 - Altitude: 35000 - Ground Speed: 523 - Heading: 176>
568,<(B77W) PT-MUH - Altitude: 36000 - Ground Speed: 462 - Heading: 322>
569,<(A21N) EI-LRD - Altitude: 34000 - Ground Speed: 408 - Heading: 259>
570,<(B788) ET-AOP - Altitude: 40004 - Ground Speed: 491 - Heading: 291>
571,<(A359) OH-LWB - Altitude: 38000 - Ground Speed: 432 - Heading: 272>
572,<(B77W) F-GSQF - Altitude: 36000 - Ground Speed: 490 - Heading: 259>
573,<(B38M) A6-FMQ - Altitude: 26125 - Ground Speed: 370 - Heading: 304>
574,<(B744) B-2473 - Altitude: 2325 - Ground Speed: 112 - Heading: 181>
575,<(B789) N29985 - Altitude: 32000 - Ground Speed: 434 - Heading: 246>
576,<(B763) JA618J - Altitude: 37000 - Ground Speed: 490 - Heading: 116>
577,<(C17) 01-0187 - Altitude: 6450 - Ground Speed: 280 - Heading: 44>
578,<(B77W) A6-EGY - Altitude: 26200 - Ground Speed: 442 - Heading: 132>
579,<(A320) XA-VAC - Altitude: 25700 - Ground Speed: 404 - Heading: 320>
580,<(A310) 15001 - Altitude: 33875 - Ground Speed: 511 - Heading: 125>
581,<(B789) C-FVLX - Altitude: 38000 - Ground Speed: 458 - Heading: 225>
582,<(A339) F-HHUG - Altitude: 35000 - Ground Speed: 514 - Heading: 151>
583,<(A21N) EI-LRA - Altitude: 175 - Ground Speed: 119 - Heading: 211>
584,<(B788) VT-ANW - Altitude: 40975 - Ground Speed: 526 - Heading: 128>
585,<(B763) N673UA - Altitude: 33025 - Ground Speed: 488 - Heading: 260>
586,<(A35K) G-VEVE - Altitude: 9025 - Ground Speed: 274 - Heading: 74>
587,<(A321) N196UW - Altitude: 9175 - Ground Speed: 263 - Heading: 253>
588,<(GLF6) N/A - Altitude: 45000 - Ground Speed: 552 - Heading: 131>
589,<(T206) C-FUUA - Altitude: 6200 - Ground Speed: 107 - Heading: 253>
590,<(B788) G-ZBJK - Altitude: 40000 - Ground Speed: 516 - Heading: 248>
591,<(GLF4) N/A - Altitude: 9000 - Ground Speed: 283 - Heading: 106>
592,<(BCS3) F-HZUM - Altitude: 39000 - Ground Speed: 432 - Heading: 152>
593,<(B38M) PR-XMD - Altitude: 38000 - Ground Speed: 437 - Heading: 288>
594,<(A388) A6-EUN - Altitude: 10350 - Ground Speed: 247 - Heading: 311>
595,<(B77W) A6-ENE - Altitude: 850 - Ground Speed: 148 - Heading: 300>
596,<(A359) 9V-SHO - Altitude: 43000 - Ground Speed: 472 - Heading: 298>
597,<(A333) 4R-ALO - Altitude: 37000 - Ground Speed: 542 - Heading: 132>
598,<(A333) PH-AKE - Altitude: 36000 - Ground Speed: 460 - Heading: 226>
599,<(B772) F-GSPU - Altitude: 37000 - Ground Speed: 464 - Heading: 251>
600,<(B738) C-FWVJ - Altitude: 14625 - Ground Speed: 382 - Heading: 148>
601,<(A35K) B-LXE - Altitude: 37000 - Ground Speed: 521 - Heading: 138>
602,<(B763) N199FE - Altitude: 0 - Ground Speed: 0 - Heading: 135>
603,<(B789) 4X-EDI - Altitude: 39996 - Ground Speed: 492 - Heading: 320>
604,<(B77W) 9V-SWQ - Altitude: 38000 - Ground Speed: 492 - Heading: 310>
605,<(B744) N416MC - Altitude: 38000 - Ground Speed: 458 - Heading: 288>
606,<(B77W) A7-BAB - Altitude: 34000 - Ground Speed: 405 - Heading: 279>
607,<(A339) CS-TUJ - Altitude: 41025 - Ground Speed: 451 - Heading: 165>
608,<(A332) A4O-DF - Altitude: 0 - Ground Speed: 9 - Heading: 174>
609,<(MD11) N643FE - Altitude: 0 - Ground Speed: 0 - Heading: 135>
610,<(B77W) A6-EPJ - Altitude: 37000 - Ground Speed: 519 - Heading: 164>
611,<(A333) B-1073 - Altitude: 35000 - Ground Speed: 470 - Heading: 116>
612,<(E35L) D-AIRZ - Altitude: 40025 - Ground Speed: 405 - Heading: 275>
613,<(A359) 9V-SMB - Altitude: 40000 - Ground Speed: 461 - Heading: 319>
614,<(B752) N977FD - Altitude: 0 - Ground Speed: 0 - Heading: 315>
615,<(B789) G-TUIM - Altitude: 40012 - Ground Speed: 430 - Heading: 218>
616,<(B77W) N721AN - Altitude: 34000 - Ground Speed: 440 - Heading: 234>
617,<(A320) N599JB - Altitude: 36000 - Ground Speed: 421 - Heading: 247>
618,<(B77L) A7-BFT - Altitude: 34000 - Ground Speed: 408 - Heading: 287>
619,<(B744) N493MC - Altitude: 25000 - Ground Speed: 355 - Heading: 174>
620,<(B789) XA-ADL - Altitude: 39975 - Ground Speed: 473 - Heading: 312>
621,<(A21N) N449AN - Altitude: 35000 - Ground Speed: 495 - Heading: 114>
622,<(A388) A6-EEP - Altitude: 40000 - Ground Speed: 415 - Heading: 291>
623,<(A332) N384HA - Altitude: 38000 - Ground Speed: 437 - Heading: 249>
624,<(A321) N106NN - Altitude: 37000 - Ground Speed: 502 - Heading: 95>
625,<(GLF5) N/A - Altitude: 38000 - Ground Speed: 443 - Heading: 250>
626,<(A359) F-HTYK - Altitude: 40000 - Ground Speed: 482 - Heading: 248>
627,<(B789) CN-RGX - Altitude: 16375 - Ground Speed: 400 - Heading: 109>
628,<(A333) N826NW - Altitude: 30000 - Ground Speed: 475 - Heading: 248>
629,<(B789) JA921A - Altitude: 38975 - Ground Speed: 610 - Heading: 79>
630,<(A333) 9M-MTF - Altitude: 40000 - Ground Speed: 466 - Heading: 303>
631,<(B77W) A6-ENA - Altitude: 24000 - Ground Speed: 434 - Heading: 134>
632,<(B38M) A6-FMN - Altitude: 0 - Ground Speed: 0 - Heading: 30>
633,<(B763) N671UA - Altitude: 34950 - Ground Speed: 560 - Heading: 85>
634,<(B738) N568AS - Altitude: 37000 - Ground Speed: 511 - Heading: 79>
635,<(A21N) N923VA - Altitude: 11600 - Ground Speed: 268 - Heading: 261>
636,<(S22T) N522RK - Altitude: 7100 - Ground Speed: 196 - Heading: 87>
637,<(BCS3) N213BZ - Altitude: 32625 - Ground Speed: 414 - Heading: 246>
638,<(B77L) N870FD - Altitude: 33000 - Ground Speed: 530 - Heading: 76>
639,<(B789) PH-BHI - Altitude: 37996 - Ground Speed: 500 - Heading: 250>
640,<(B789) JA887A - Altitude: 39125 - Ground Speed: 536 - Heading: 109>
641,<(P3) 150521 - Altitude: 5825 - Ground Speed: 212 - Heading: 228>
642,<(A321) N102NN - Altitude: 34025 - Ground Speed: 442 - Heading: 255>
643,<(B77L) HL8226 - Altitude: 35000 - Ground Speed: 501 - Heading: 141>
644,<(CL60) N/A - Altitude: 41000 - Ground Speed: 546 - Heading: 87>
645,<(A333) G-VSXY - Altitude: 39996 - Ground Speed: 497 - Heading: 241>
646,<(B738) PH-HSM - Altitude: 40000 - Ground Speed: 425 - Heading: 301>
647,<(A388) A6-EUC - Altitude: 28975 - Ground Speed: 498 - Heading: 122>
648,<(A321) N952JB - Altitude: 0 - Ground Speed: 0 - Heading: 296>
649,<(A321) N923JB - Altitude: 0 - Ground Speed: 0 - Heading: 107>
650,<(A388) A6-EEK - Altitude: 41000 - Ground Speed: 542 - Heading: 147>
651,<(A320) N210FR - Altitude: 34000 - Ground Speed: 401 - Heading: 255>
652,<(A321) N162AA - Altitude: 0 - Ground Speed: 5 - Heading: 163>
653,<(B763) JA8323 - Altitude: 11725 - Ground Speed: 280 - Heading: 230>
